"Date","Time","Open","High","Low","Close","Up","Down"
10/09/2020,05:40,11295,11305,11295,11300,1,2
10/09/2020,05:50,11310,11310,11310,11310,1,0
10/09/2020,06:00,11325,11325,11325,11325,3,0
10/09/2020,06:10,11330,11330,11330,11330,1,0
10/09/2020,06:20,11315,11315,11300,11300,0,3
10/09/2020,06:30,11295,11295,11295,11295,0,1
10/09/2020,07:00,11320,11325,11320,11325,7,0
10/09/2020,07:10,11315,11315,11315,11315,0,2
10/09/2020,07:20,11320,11320,11320,11320,1,0
10/09/2020,07:30,11320,11320,11300,11300,2,2
10/09/2020,07:40,11295,11305,11290,11305,3,2
